country_,gdp_mean,gdp_sum,biofuel_cons_change_pct_mean,biofuel_cons_change_pct_sum,biofuel_share_elec_mean,biofuel_share_elec_sum,biofuel_share_energy_mean,biofuel_share_energy_sum,hydro_cons_change_pct_mean,hydro_cons_change_pct_sum,hydro_share_elec_mean,hydro_share_elec_sum,hydro_share_energy_mean,hydro_share_energy_sum,nuclear_cons_change_pct_mean,nuclear_cons_change_pct_sum,nuclear_share_elec_mean,nuclear_share_elec_sum,nuclear_share_energy_mean,nuclear_share_energy_sum,solar_cons_change_pct_mean,solar_cons_change_pct_sum,solar_share_elec_mean,solar_share_elec_sum,solar_share_energy_mean,solar_share_energy_sum,wind_cons_change_pct_mean,wind_cons_change_pct_sum,wind_share_elec_mean,wind_share_elec_sum,wind_share_energy_mean,wind_share_energy_sum,fossil_cons_change_pct_mean,fossil_cons_change_pct_sum,fossil_share_energy_mean,fossil_share_energy_sum,fossil_share_elec_mean,fossil_share_elec_sum,renewables_cons_change_pct_mean,renewables_cons_change_pct_sum,renewables_share_energy_mean,renewables_share_energy_sum,renewables_share_elec_mean,renewables_share_elec_sum
Cote d'Ivoire,102582000000.0,410328000000.0,,0.0,0.0,0.0,,0.0,,0.0,31.715,126.86,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.09775,0.391,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,68.1875,272.75,,0.0,,0.0,31.8125,127.25
Croatia,84978688000.0,424893440000.0,1008.3812,5041.906,6.957599999999999,34.788,0.833,4.165,3.9742000000000006,19.871000000000002,46.1346,230.673,17.3944,86.97200000000001,,0.0,0.0,0.0,0.0,0.0,17.077199999999998,85.386,0.7916000000000001,3.958,0.30920000000000003,1.546,13.877799999999999,69.389,12.8382,64.191,4.8812,24.406,-1.6974,-8.487,73.2114,366.057,32.8666,164.333,9.338799999999999,46.693999999999996,26.788599999999995,133.94299999999998,67.13340000000001,335.66700000000003
Cuba,92551012352.0,370204049408.0,,0.0,12.83475,51.339,,0.0,,0.0,0.6445,2.578,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.14975,4.599,,0.0,,0.0,0.10325,0.413,,0.0,,0.0,,0.0,85.26774999999999,341.07099999999997,,0.0,,0.0,14.73225,58.929
Cyprus,27790155776.0,138950778880.0,28.9152,144.576,1.1802,5.901,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,31.198199999999996,155.99099999999999,7.0376,35.188,,0.0,1.3514,6.757,4.6044,23.022,,0.0,0.0,0.0,,0.0,87.1784,435.892,,0.0,,0.0,12.8216,64.108
Czechia,326100000000.0,1630500000000.0,2.0256,10.128,6.118,30.59,0.859,4.295,3.2891999999999997,16.445999999999998,2.4305999999999996,12.152999999999999,1.1574,5.787,1.8464000000000003,9.232000000000001,36.0616,180.308,16.3814,81.907,0.9885999999999999,4.943,2.817,14.085,1.2704,6.351999999999999,2.101,10.504999999999999,0.7744,3.872,0.36560000000000004,1.828,-1.6926,-8.463000000000001,76.4266,382.133,51.7984,258.992,1.8072,9.036,7.192,35.96,12.14,60.7
Democratic Republic of Congo,81846378496.0,327385513984.0,,0.0,0.0,0.0,,0.0,,0.0,99.64,398.56,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.09025,0.361,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.27025,1.081,,0.0,,0.0,99.72975,398.919
Denmark,268318000000.0,1341590000000.0,2.5044,12.522,21.9218,109.60900000000001,1.5276,7.638,-3.3404,-16.701999999999998,0.057800000000000004,0.28900000000000003,0.0224,0.112,,0.0,0.0,0.0,0.0,0.0,21.894,109.47,4.0466,20.233,1.7812000000000001,8.906,5.603200000000001,28.016000000000005,52.185,260.925,22.887,114.435,-3.9793999999999996,-19.897,62.1986,310.993,21.788800000000002,108.944,5.319599999999999,26.598,37.8014,189.007,78.21119999999999,391.056
Djibouti,2913438464.0,11653753856.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0
Dominica,667810432.0,2671241728.0,,0.0,0.0,0.0,,0.0,,0.0,26.021,104.084,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,73.979,295.916,,0.0,,0.0,26.021,104.084
Dominican Republic,165255000000.0,661020000000.0,,0.0,1.0825,4.33,,0.0,,0.0,6.694,26.776,,0.0,,0.0,0.0,0.0,,0.0,,0.0,2.15925,8.637,,0.0,,0.0,5.208,20.832,,0.0,,0.0,,0.0,84.8565,339.426,,0.0,,0.0,15.1435,60.574
East Timor,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0
Ecuador,175525000000.0,877625000000.0,-0.12139999999999951,-0.6069999999999975,1.261,6.305,0.09240000000000001,0.462,4.4556,22.278,75.6192,378.096,30.657999999999998,153.29,,0.0,0.0,0.0,0.0,0.0,0.5646,2.823,0.127,0.635,0.0482,0.241,-3.1582,-15.791,0.23559999999999998,1.178,0.0938,0.469,2.8436,14.218,68.4336,342.168,22.7574,113.787,4.195399999999999,20.976999999999997,31.566399999999998,157.832,77.24260000000001,386.213
Egypt,1221832605696.0,6109163028480.0,,0.0,0.0,0.0,,0.0,1.6566000000000003,8.283000000000001,6.5358,32.679,3.5056,17.528,,0.0,0.0,0.0,0.0,0.0,74.611,373.055,2.044,10.22,0.8294,4.147,22.3596,111.798,2.0092,10.046,1.1882,5.941,0.5059999999999999,2.5299999999999994,94.477,472.385,89.41099999999999,447.05499999999995,9.634,48.17,5.523000000000001,27.615000000000002,10.589,52.945
El Salvador,54756343808.0,273781719040.0,,0.0,8.9362,44.681,,0.0,,0.0,29.367399999999996,146.837,,0.0,,0.0,0.0,0.0,,0.0,,0.0,12.0114,60.057,,0.0,,0.0,0.11480000000000001,0.5740000000000001,,0.0,,0.0,,0.0,24.883,124.41499999999999,,0.0,,0.0,75.11699999999999,375.585
Equatorial Guinea,22750613504.0,113753067520.0,,0.0,0.0,0.0,,0.0,,0.0,32.292,161.46,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,67.708,338.53999999999996,,0.0,,0.0,32.292,161.46
Eritrea,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,2.3005,9.202,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,97.6995,390.798,,0.0,,0.0,2.3005,9.202
Estonia,35409424384.0,177047121920.0,139.8654,699.327,22.6726,113.363,0.6033999999999999,3.017,4.167000000000002,20.835000000000008,0.271,1.355,0.09240000000000001,0.462,,0.0,0.0,0.0,0.0,0.0,114.7992,573.996,3.2996000000000003,16.498,0.9936,4.968,-0.8237999999999992,-4.118999999999996,9.152800000000001,45.764,2.9448,14.724,-5.937600000000001,-29.688000000000002,87.19,435.95,64.6042,323.021,13.600999999999999,68.005,12.809999999999999,64.05,35.395799999999994,176.97899999999998
Eswatini,8771760128.0,35087040512.0,,0.0,59.8895,239.558,,0.0,,0.0,34.666,138.664,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,5.44425,21.777,,0.0,,0.0,94.55575,378.223
Ethiopia,195740000000.0,782960000000.0,,0.0,0.17525,0.701,,0.0,,0.0,94.84025,379.361,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.19225,0.769,,0.0,,0.0,4.7225,18.89,,0.0,,0.0,,0.0,0.07025,0.281,,0.0,,0.0,99.92975000000001,399.71900000000005
Falkland Islands,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,50.0,200.0,,0.0,,0.0,,0.0,50.0,200.0,,0.0,,0.0,50.0,200.0
Faroe Islands,,0.0,,0.0,0.0,0.0,,0.0,,0.0,28.09975,112.399,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,13.815249999999999,55.260999999999996,,0.0,,0.0,,0.0,58.085,232.34,,0.0,,0.0,41.915,167.66
Fiji,,0.0,,0.0,12.10375,48.415,,0.0,,0.0,50.909,203.636,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.897,3.588,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,36.08975,144.359,,0.0,,0.0,63.910250000000005,255.64100000000002
Finland,214536000000.0,1072680000000.0,33.519,167.595,18.5244,92.622,2.0549999999999997,10.274999999999999,-0.5526,-2.763,20.1926,100.963,11.5392,57.696,2.397,11.985,33.6756,168.37800000000001,18.4798,92.399,47.9068,239.534,0.29900000000000004,1.495,0.1736,0.868,21.0554,105.277,11.5064,57.532,6.4666,32.333,-4.6298,-23.149,48.4176,242.088,15.801599999999999,79.008,8.762,43.81,33.1028,165.514,50.5226,252.613
France,2581673803776.0,12908369018880.0,5.0318,25.159,1.7042000000000002,8.521,1.3599999999999999,6.8,-0.1304000000000002,-0.652000000000001,10.781400000000001,53.907000000000004,5.793,28.965,-5.2258000000000004,-26.129,68.31660000000001,341.583,35.825,179.125,17.4418,87.209,2.7486,13.743,1.4612,7.306,9.654399999999999,48.272,6.7096,33.548,3.6496000000000004,18.248,-2.4802,-12.401,50.7726,253.863,9.6276,48.138,4.555,22.775,13.402600000000001,67.013,22.055799999999998,110.279
French Guiana,,0.0,,0.0,0.943,3.772,,0.0,,0.0,61.321,245.284,,0.0,,0.0,0.0,0.0,,0.0,,0.0,3.774,15.096,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,33.962,135.848,,0.0,,0.0,66.038,264.152
French Polynesia,,0.0,,0.0,0.0,0.0,,0.0,,0.0,26.761,107.044,,0.0,,0.0,0.0,0.0,,0.0,,0.0,6.49575,25.983,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,66.7435,266.974,,0.0,,0.0,33.2565,133.026
Gabon,36693262336.0,183466311680.0,,0.0,0.8924,4.462,,0.0,,0.0,43.431,217.155,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,55.6768,278.384,,0.0,,0.0,44.3232,221.61599999999999
Gambia,3939021824.0,15756087296.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0
Georgia,58984800256.0,294924001280.0,,0.0,0.0,0.0,,0.0,,0.0,77.7872,388.936,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.6896000000000001,3.4480000000000004,,0.0,,0.0,,0.0,21.5232,107.616,,0.0,,0.0,78.4768,392.384
Germany,3885961314304.0,19429806571520.0,2.5784000000000002,12.892000000000001,8.3118,41.559,0.9738,4.869,-2.3006,-11.503000000000002,3.1532,15.766,1.3641999999999999,6.821,-11.6632,-58.316,10.8088,54.044,4.4714,22.357,9.742799999999999,48.714,8.3228,41.614000000000004,3.6719999999999997,18.36,3.9055999999999997,19.528,20.6082,103.041,8.943,44.714999999999996,-3.1018,-15.509,76.05699999999999,380.28499999999997,48.757799999999996,243.789,3.3164000000000002,16.582,19.471600000000002,97.358,40.4334,202.167
Ghana,118874000000.0,475496000000.0,,0.0,0.13774999999999998,0.5509999999999999,,0.0,,0.0,38.96725,155.869,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.27325,1.093,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,60.62175,242.487,,0.0,,0.0,39.37825,157.513
Gibraltar,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Greece,250036000000.0,1250180000000.0,4.0446,20.223,0.8413999999999999,4.207,0.754,3.77,10.363200000000003,51.81600000000001,9.1528,45.763999999999996,4.0098,20.049,,0.0,0.0,0.0,0.0,0.0,13.3038,66.519,9.5414,47.707,4.288600000000001,21.443,14.725,73.625,17.2026,86.013,7.6134,38.067,-1.9116,-9.558,82.8786,414.39300000000003,63.2614,316.307,10.3628,51.814,17.1214,85.607,36.738600000000005,183.693
Greenland,,0.0,,0.0,0.0,0.0,,0.0,,0.0,82.11775,328.471,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,17.88225,71.529,,0.0,,0.0,82.11775,328.471
Grenada,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0
Guadeloupe,,0.0,,0.0,20.588,82.352,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.765,7.06,,0.0,,0.0,2.941,11.764,,0.0,,0.0,,0.0,68.824,275.296,,0.0,,0.0,31.176,124.704
Guam,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,4.12875,16.515,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,95.87125,383.485,,0.0,,0.0,4.12875,16.515
Guatemala,127550000000.0,510200000000.0,,0.0,19.56575,78.263,,0.0,,0.0,38.51025,154.041,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.57825,6.313,,0.0,,0.0,2.2955,9.182,,0.0,,0.0,,0.0,35.80625,143.225,,0.0,,0.0,64.19375,256.775
Guinea,19045322752.0,76181291008.0,,0.0,0.0,0.0,,0.0,,0.0,65.35375,261.415,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.91425,3.657,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,33.73175,134.927,,0.0,,0.0,66.26825,265.073
Guinea-Bissau,2752462080.0,11009848320.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0
Guyana,,0.0,,0.0,11.966000000000001,47.864000000000004,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.8392499999999999,3.3569999999999998,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,87.19475,348.779,,0.0,,0.0,12.80525,51.221
Haiti,18653679616.0,74614718464.0,,0.0,0.0,0.0,,0.0,,0.0,15.43875,61.755,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,84.56125,338.245,,0.0,,0.0,15.43875,61.755
Honduras,45382746112.0,181530984448.0,,0.0,8.97175,35.887,,0.0,,0.0,25.017000000000003,100.06800000000001,,0.0,,0.0,0.0,0.0,,0.0,,0.0,10.035,40.14,,0.0,,0.0,7.42975,29.719,,0.0,,0.0,,0.0,45.78225,183.129,,0.0,,0.0,54.21775,216.871
Hong Kong,373683000000.0,1868415000000.0,19.3852,96.926,0.4574,2.287,0.1216,0.608,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,77.723,388.615,0.0696,0.348,0.0378,0.189,1.9043999999999996,9.521999999999998,0.0006000000000000001,0.003,0.001,0.005,-9.080400000000001,-45.402,99.74159999999999,498.70799999999997,99.4904,497.452,18.3768,91.884,0.2584,1.292,0.48600000000000004,2.43
Hungary,250426000000.0,1252130000000.0,13.694399999999998,68.472,6.4884,32.442,1.0668,5.334,-3.806,-19.03,0.6282,3.141,0.2064,1.032,-0.3366,-1.683,46.435,232.175,14.741800000000001,73.709,71.86760000000001,359.338,7.316800000000001,36.584,2.4994,12.497,-3.5113999999999996,-17.557,1.8931999999999998,9.466,0.6264,3.1319999999999997,-1.2209999999999999,-6.1049999999999995,78.2844,391.422,37.197199999999995,185.986,15.499600000000001,77.498,6.9736,34.868,16.368000000000002,81.84
Iceland,15315260416.0,76576302080.0,6.938599999999999,34.693,0.0,0.0,0.0,0.0,0.21119999999999992,1.0559999999999996,69.975,349.875,52.71900000000001,263.595,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,-1.7569999999999992,-8.784999999999997,0.0372,0.186,0.0,0.0,0.0,0.0,25.698,128.49,0.0,0.0,0.9696,4.848,74.302,371.51000000000005,99.99719999999999,499.986
India,8835757506560.0,44178787532800.0,19.8494,99.247,1.9662,9.831,0.2822,1.411,5.3822,26.911,9.635200000000001,48.176,4.483,22.415,4.486800000000001,22.434,2.6388,13.193999999999999,1.1774,5.8870000000000005,35.705200000000005,178.526,3.6146000000000003,18.073,1.6862000000000001,8.431000000000001,6.1136,30.568,3.8747999999999996,19.374,1.8021999999999998,9.011,2.8134,14.067,89.4224,447.11199999999997,78.2708,391.354,10.8512,54.256,9.4008,47.004000000000005,19.090600000000002,95.453
Indonesia,3075456106496.0,15377280532480.0,33.4482,167.24099999999999,4.7324,23.662,3.0916,15.458,8.184999999999999,40.925,7.8586,39.293,2.7512,13.756,,0.0,0.0,0.0,0.0,0.0,70.91720000000001,354.586,0.0648,0.324,0.0196,0.098,5.273800000000002,26.36900000000001,0.128,0.64,0.045,0.225,6.3808,31.904,90.386,451.93,82.154,410.77,24.221,121.105,9.614,48.07,17.845999999999997,89.22999999999999
Iran,1398995943424.0,6994979717120.0,,0.0,0.0036000000000000003,0.018000000000000002,,0.0,16.811400000000003,84.05700000000002,5.857200000000001,29.286,1.4242000000000001,7.121,6.469200000000001,32.346000000000004,1.6073999999999997,8.036999999999999,0.4572,2.286,65.42519999999999,327.126,0.15760000000000002,0.788,0.041800000000000004,0.20900000000000002,39.7472,198.736,0.28440000000000004,1.4220000000000002,0.07880000000000001,0.394,2.7034000000000002,13.517000000000001,97.9956,489.978,92.09,460.45,15.994400000000004,79.97200000000002,1.5472000000000001,7.736000000000001,6.3027999999999995,31.514
Iraq,513593000000.0,2567965000000.0,,0.0,0.0,0.0,,0.0,23.8498,119.249,4.1872,20.936,1.791,8.955,,0.0,0.0,0.0,,0.0,113.84540000000001,569.2270000000001,0.4096,2.048,0.157,0.785,,0.0,0.0,0.0,0.0,0.0,1.1822000000000001,5.9110000000000005,98.052,490.26000000000005,94.951,474.755,21.6844,108.422,1.9479999999999997,9.739999999999998,4.5969999999999995,22.985
Ireland,314322000000.0,1571610000000.0,12.5672,62.836,2.9013999999999998,14.507,1.2098,6.0489999999999995,1.5862,7.931,2.499,12.495000000000001,1.1372,5.686,,0.0,0.0,0.0,0.0,0.0,63.8044,319.022,0.18719999999999998,0.9359999999999999,0.1002,0.501,9.6096,48.048,32.1956,160.978,14.6838,73.419,-0.49560000000000004,-2.478,81.25059999999999,406.253,62.217200000000005,311.086,9.3262,46.631,18.7494,93.747,37.782799999999995,188.914
Israel,278806000000.0,1394030000000.0,12.511199999999999,62.556,0.1424,0.712,0.18119999999999997,0.9059999999999999,-0.8422000000000001,-4.211,0.0172,0.086,0.0206,0.10300000000000001,,0.0,0.0,0.0,0.0,0.0,35.281400000000005,176.407,5.2946,26.473,3.8229999999999995,19.115,3.1452,15.725999999999999,0.22200000000000003,1.11,0.0398,0.199,0.2574000000000002,1.2870000000000008,95.8052,479.026,94.8668,474.334,30.1224,150.612,4.1948,20.974,5.680199999999999,28.400999999999996
Italy,2077209133056.0,10386045665280.0,-0.9706000000000008,-4.853000000000004,6.734399999999999,33.672,0.7356,3.678,-2.018399999999999,-10.091999999999995,15.3122,76.561,6.460800000000001,32.304,-100.0,-500.0,0.0,0.0,0.0,0.0,2.617,13.085,8.7336,43.668,3.711,18.555,3.4066,17.033,6.8588,34.294,2.941,14.705,-1.361,-6.805,81.922,409.61,60.267399999999995,301.337,-0.9617999999999999,-4.808999999999999,18.0778,90.389,39.732600000000005,198.663
Jamaica,19431862272.0,77727449088.0,,0.0,2.9705,11.882,,0.0,,0.0,3.685,14.74,,0.0,,0.0,0.0,0.0,,0.0,,0.0,2.42825,9.713,,0.0,,0.0,6.8309999999999995,27.323999999999998,,0.0,,0.0,,0.0,84.0855,336.342,,0.0,,0.0,15.9145,63.658
Japan,4867010592768.0,24335052963840.0,0.8629999999999999,4.3149999999999995,3.7120000000000006,18.560000000000002,0.1096,0.548,-0.9790000000000003,-4.895000000000001,8.0134,40.067,4.0476,20.238,19.0048,95.024,5.4498,27.249,2.7138,13.568999999999999,13.657599999999999,68.288,8.17,40.85,4.1952,20.976,7.1512,35.756,0.8468,4.234,0.3928,1.964,-2.358,-11.790000000000001,86.345,431.725,73.5234,367.61699999999996,6.2468,31.234,10.9408,54.704,21.0266,105.133
Jordan,104894000000.0,419576000000.0,,0.0,0.28625,1.145,,0.0,,0.0,0.0995,0.398,,0.0,,0.0,0.0,0.0,,0.0,,0.0,12.086,48.344,,0.0,,0.0,5.56925,22.277,,0.0,,0.0,,0.0,81.95925,327.837,,0.0,,0.0,18.04075,72.163
Kazakhstan,463721000000.0,2318605000000.0,,0.0,0.0018,0.009,0.0,0.0,-3.8322000000000003,-19.161,8.793800000000001,43.969,3.151,15.754999999999999,-100.0,-500.0,0.0,0.0,0.0,0.0,96.287,481.435,0.8032,4.016,0.328,1.6400000000000001,51.4154,257.077,1.0922,5.461,0.4076000000000001,2.0380000000000003,2.3906,11.953000000000001,96.112,480.56,89.309,446.545,3.0304,15.152000000000001,3.8880000000000003,19.44,10.690999999999999,53.455
Kenya,173506000000.0,867530000000.0,,0.0,1.2116,6.058,,0.0,,0.0,32.0608,160.304,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.1254,5.627,,0.0,,0.0,10.932599999999999,54.663,,0.0,,0.0,,0.0,10.020999999999999,50.105,,0.0,,0.0,89.979,449.895
Kiribati,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0
Kosovo,,0.0,,0.0,0.0,0.0,,0.0,,0.0,3.8117999999999994,19.058999999999997,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.156,0.78,,0.0,,0.0,1.6588,8.294,,0.0,,0.0,,0.0,94.37339999999999,471.86699999999996,,0.0,,0.0,5.6266,28.133
Kuwait,277117000000.0,1385585000000.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,54.14,270.7,0.07339999999999999,0.367,,0.0,23.2866,116.433,0.041400000000000006,0.20700000000000002,,0.0,-0.1674000000000003,-0.8370000000000015,,0.0,99.92280000000001,499.61400000000003,,0.0,,0.0,0.11480000000000001,0.5740000000000001
Kyrgyzstan,29601148928.0,118404595712.0,,0.0,0.0,0.0,,0.0,,0.0,91.6075,366.43,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,8.3925,33.57,,0.0,,0.0,91.6075,366.43
Laos,46666960896.0,186667843584.0,,0.0,1.6560000000000001,6.6240000000000006,,0.0,,0.0,68.70125,274.805,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.098,0.392,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,29.5445,118.178,,0.0,,0.0,70.4555,281.822
Latvia,46862479360.0,234312396800.0,50.9436,254.71800000000002,14.3208,71.604,1.1388,5.694,-5.7372,-28.686,43.089600000000004,215.448,15.7362,78.681,,0.0,0.0,0.0,0.0,0.0,86.0972,430.486,0.0738,0.369,0.028800000000000003,0.14400000000000002,8.008199999999999,40.041,2.682,13.41,0.9872,4.936,-2.7006,-13.503,75.467,377.335,39.834199999999996,199.171,-4.4094,-22.047,24.532999999999998,122.66499999999999,60.165800000000004,300.829
Lebanon,96800194560.0,387200778240.0,,0.0,0.14925,0.597,,0.0,,0.0,4.14025,16.561,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.547,2.188,,0.0,,0.0,0.04975,0.199,,0.0,,0.0,,0.0,95.11375,380.455,,0.0,,0.0,4.88625,19.545
Lesotho,5360395776.0,21441583104.0,,0.0,0.0,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,100.0,400.0
Liberia,3936415744.0,15745662976.0,,0.0,0.0,0.0,,0.0,,0.0,29.29,117.16,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,70.71,282.84,,0.0,,0.0,29.29,117.16
Libya,100416000000.0,502080000000.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0316,0.158,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,99.9684,499.842,,0.0,,0.0,0.0316,0.158
Lithuania,76617523200.0,383087616000.0,15.2302,76.151,16.334799999999998,81.67399999999999,1.8042000000000002,9.021,-2.399399999999999,-11.996999999999996,10.6618,53.309,1.4722,7.361,-100.0,-500.0,0.0,0.0,0.0,0.0,26.0464,130.232,4.775399999999999,23.877,0.5402,2.701,3.4404000000000012,17.202000000000005,38.837,194.185,5.3848,26.924,-1.6702,-8.350999999999999,88.373,441.865,29.391000000000002,146.955,3.3879999999999995,16.939999999999998,11.626999999999999,58.135,70.609,353.04499999999996
Luxembourg,35015057408.0,175075287040.0,3.207,16.035,28.7726,143.863,3.5262000000000002,17.631,-1.8900000000000006,-9.450000000000003,8.257,41.285,0.5652,2.826,,0.0,0.0,0.0,0.0,0.0,14.978,74.89,14.3736,71.868,0.9970000000000001,4.985,7.9462,39.731,26.8842,134.421,1.886,9.43,-2.9248,-14.623999999999999,90.60979999999999,453.049,21.7128,108.56400000000001,5.7734,28.866999999999997,9.3902,46.951,78.2872,391.436
Macao,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,100.0,400.0,,0.0,,0.0,0.0,0.0
Madagascar,36665933824.0,146663735296.0,,0.0,0.0,0.0,,0.0,,0.0,38.3915,153.566,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.962,3.848,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,60.6465,242.586,,0.0,,0.0,39.3535,157.414
Malawi,22574655488.0,90298621952.0,,0.0,1.86525,7.461,,0.0,,0.0,76.461,305.844,,0.0,,0.0,0.0,0.0,,0.0,,0.0,8.74075,34.963,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,12.9335,51.734,,0.0,,0.0,87.0665,348.266
